cliente_id,nome,email,telefone,data_nascimento,genero,cidade,estado,renda_anual,profissao,data_cadastro
1058,Calebe da Cruz,pcamara@example.com,0800-223-4103,1970-10-22,Feminino,Campinas,SP,777086.35,Cirurgião,2023-07-13
1059,Lorena Lopes,nmachado@example.org,+55 41 1677 2696,1974-10-22,Feminino,Campinas,SP,416428.17,Diretor de Empresa,2022-01-16
1060,Vitor Hugo Teixeira,noah76@example.net,(081) 5078 9679,1970-10-22,Masculino,Goiânia,GO,693740.89,Professor Universitário,2022-10-28
1061,Marcelo Casa Grande,peixotogabriela@example.org,71 3355 6434,1985-10-22,Outro,Porto Alegre,RS,1060139.51,Contador,2024-05-12
1062,Mateus Peixoto,ralves@example.net,+55 51 1706 9556,1994-10-22,Masculino,Goiânia,GO,226746.06,Consultor,2022-06-08
1063,Samuel Lopes,flima@example.com,+55 61 5345-4722,1983-10-23,Masculino,Vitória,ES,1360488.84,Produtor,2023-05-02
1064,Valentim Peixoto,brayangarcia@example.com,+55 (071) 3121 9804,1971-10-23,Masculino,Campinas,SP,593960.66,Arquiteto,2024-07-11
1065,Vinicius da Cunha,scassiano@example.org,(021) 4236-4281,1997-10-22,Feminino,Rio de Janeiro,RJ,329796.07,Investidor,2023-03-31
1066,Caleb Pinto,oliveiraluiz-gustavo@example.com,81 7623-0391,1979-10-23,Masculino,Rio de Janeiro,RJ,1061181.59,Consultor,2023-04-16
1067,Carlos Eduardo da Mata,sophiecampos@example.com,81 5228-2305,1988-10-22,Outro,São José dos Campos,SP,1413610.68,Arquiteto,2022-11-28
1068,João Gabriel Moraes,montenegromirella@example.org,61 2207 2239,1993-10-22,Masculino,Salvador,BA,649939.85,Desenvolvedor de Software,2022-02-19
1069,Dr. Ravi da Cruz,tcavalcanti@example.org,+55 51 2901 6204,1995-10-23,Feminino,Goiânia,GO,426487.02,Professor Universitário,2024-03-24
1070,Vitória Mendonça,inovaes@example.net,71 8785 9964,1967-10-23,Masculino,Brasília,DF,760965.77,Cirurgião,2022-08-18
1071,Maria Luísa Cavalcante,zcardoso@example.org,+55 (084) 1954-1966,1976-10-22,Masculino,Recife,PE,1084091.47,Consultor,2024-01-12
1072,Letícia Freitas,diasmariah@example.org,+55 (031) 3627 9246,1996-10-22,Feminino,Curitiba,PR,519952.11,Arquiteto,2022-04-04
1073,Diego Almeida,lunada-cunha@example.com,71 7753 7260,1991-10-23,Feminino,Porto Alegre,RS,221717.48,Gestor de TI,2023-12-14
1074,Diogo Porto,da-rochaevelyn@example.org,(084) 7661 9458,1987-10-23,Masculino,Manaus,AM,959990.14,Contador,2024-09-13
1075,Pietra Aparecida,wazevedo@example.com,+55 (071) 4820-1284,1991-10-23,Masculino,Fortaleza,CE,651222.15,Arquiteto,2024-12-12
1076,Apollo Moraes,raquelfreitas@example.org,(041) 6597-5954,1971-10-23,Masculino,Manaus,AM,862201.82,Professor Universitário,2023-11-28
1077,Sr. Valentim Pacheco,macedomariah@example.com,31 0898-1265,1989-10-22,Masculino,Campinas,SP,1240917.24,Cirurgião,2022-03-02
1078,Maysa Siqueira,joao-pedro23@example.org,0800-646-3004,1994-10-22,Masculino,Campinas,SP,373969.54,Cirurgião,2022-09-16
1079,Davi Luiz Correia,mnunes@example.com,+55 (021) 6894-3012,1968-10-22,Masculino,São José dos Campos,SP,1104626.56,Gestor de TI,2022-09-02
1080,João Siqueira,eviana@example.org,(061) 2711-7595,1974-10-22,Feminino,Brasília,DF,513125.49,Advogado,2022-04-06
1081,Joana Oliveira,beatriz82@example.net,0900 849 3306,1988-10-22,Masculino,Florianópolis,SC,1148511.58,Investidor,2024-10-29
1082,Júlia Farias,melina60@example.net,(031) 4128 3337,1978-10-22,Masculino,São Paulo,SP,606753.29,Dentista,2023-05-13
1083,Carlos Eduardo Sampaio,julia66@example.net,(071) 4132 9715,1986-10-22,Masculino,Recife,PE,1083967.74,Piloto,2023-09-28
1084,Pedro Henrique Guerra,acassiano@example.com,+55 (041) 5514 3776,1989-10-22,Masculino,Florianópolis,SC,595870.17,Gestor de TI,2024-01-22
1085,Hadassa Guerra,sda-costa@example.org,0800-252-9596,1973-10-22,Masculino,Recife,PE,584205.36,Juiz,2022-03-23
1086,Carlos Eduardo Barros,vieiraantony@example.org,71 6712-0072,1980-10-22,Masculino,Goiânia,GO,1549029.44,Engenheiro,2024-05-14
1087,Davi Luiz da Rocha,eduarda91@example.org,+55 (041) 4510-9109,1987-10-23,Feminino,Florianópolis,SC,820354.16,Promotor,2023-07-02
1088,Gael Vieira,heloisamendonca@example.org,+55 81 9498-1942,1979-10-23,Masculino,Recife,PE,2087473.27,Médico,2022-12-11
1089,Ravi Pereira,levi81@example.com,0500-340-6527,1988-10-22,Feminino,Recife,PE,1816402.1,Executivo,2022-07-12
1090,Maria Alice Moraes,ana-beatriz66@example.org,(041) 5337 2201,1988-10-22,Feminino,Rio de Janeiro,RJ,1036703.66,Agente Esportivo,2022-08-14
1091,Dante Casa Grande,machadojose@example.org,+55 11 4559 3766,1995-10-23,Masculino,Curitiba,PR,159384.49,Médico,2023-08-13
1092,Yuri Siqueira,otto70@example.com,+55 (031) 6351-0046,1977-10-22,Masculino,Curitiba,PR,636561.21,Contador,2022-06-24
1093,Theo Martins,tviana@example.com,(041) 2565-9202,1990-10-22,Masculino,Fortaleza,CE,674050.96,Engenheiro,2024-07-06
1094,Oliver Borges,jfarias@example.org,+55 84 3897 4326,1979-10-23,Feminino,Belo Horizonte,MG,706453.38,Delegado,2023-09-03
1095,Anthony Pires,caroline95@example.com,+55 (011) 1783 3258,1980-10-22,Feminino,Manaus,AM,1222662.01,Produtor,2023-01-13
1096,Vinícius Gonçalves,luaravargas@example.net,+55 (061) 7984 8704,1984-10-22,Masculino,Brasília,DF,1031971.88,Produtor,2022-08-08
1097,Sr. Nicolas Pastor,melolara@example.com,0500-935-9374,1980-10-22,Feminino,Florianópolis,SC,1772880.73,Executivo,2024-03-21
1098,Arthur Miguel da Conceição,isabela40@example.net,+55 31 0373-6060,1992-10-22,Feminino,Florianópolis,SC,257396.06,Médico,2023-11-04
1099,João Guilherme Nascimento,galmeida@example.net,(041) 9079 3884,1990-10-22,Feminino,Recife,PE,1392920.3,Dentista,2023-01-13
1100,Isaac Gomes,luiz-gustavo83@example.org,(011) 1537-0124,1977-10-22,Masculino,Porto Alegre,RS,1707998.23,Piloto,2024-01-22
1101,João Vitor Rios,kamilly26@example.org,+55 (031) 5144-8811,1974-10-22,Masculino,Goiânia,GO,698650.65,Dentista,2023-05-19
1102,Davi Abreu,davi-luccavasconcelos@example.com,+55 (051) 1751-8878,1978-10-22,Masculino,Vitória,ES,898794.85,Engenheiro,2022-02-12
1103,Rodrigo Rios,enzo51@example.com,+55 (051) 6384-0911,1967-10-23,Masculino,Florianópolis,SC,759037.26,Desenvolvedor de Software,2024-03-29
1104,Diogo Fernandes,rebecasales@example.net,+55 (071) 7505-6618,1958-10-22,Masculino,Curitiba,PR,1025591.37,Agente Esportivo,2024-09-01
1105,Hadassa Cavalcante,maria-sophiavasconcelos@example.net,+55 (084) 3787 6553,1976-10-22,Masculino,São José dos Campos,SP,1068354.37,Arquiteto,2024-04-16
1106,Arthur Miguel Machado,andreoliveira@example.com,+55 (031) 5560 5712,1969-10-22,Feminino,Brasília,DF,425400.59,Diretor de Empresa,2023-08-08
1107,Vicente Novais,pastorjoao-gabriel@example.com,11 8851-9053,1970-10-22,Masculino,Florianópolis,SC,583512.61,Professor Universitário,2023-08-13
1108,Vitor Gabriel Lima,breno10@example.com,+55 84 4624 5618,1981-10-22,Outro,Brasília,DF,1176576.93,Delegado,2022-04-04
1109,Sr. Theo das Neves,joana00@example.com,(061) 2128 9915,1977-10-22,Masculino,Campinas,SP,800152.7,Desenvolvedor de Software,2023-06-30
1110,Calebe da Luz,anna-liz12@example.net,+55 11 9130-4488,1970-10-22,Masculino,Fortaleza,CE,1029009.62,Advogado,2022-11-24
1111,Yan Oliveira,ana-cecilia16@example.org,(041) 6154 0211,1988-10-22,Masculino,Salvador,BA,964054.19,Juiz,2024-06-24
1112,Alana Caldeira,eaparecida@example.com,71 8142 9831,1987-10-23,Masculino,São José dos Campos,SP,428712.24,Contador,2023-06-11
1113,Sr. Francisco Rezende,piresarthur-gabriel@example.com,+55 11 2283-6084,1986-10-22,Feminino,Fortaleza,CE,589612.74,Diretor de Empresa,2022-06-14
1114,Esther Monteiro,dantelopes@example.org,0800-638-4526,1992-10-22,Feminino,Manaus,AM,397477.1,Advogado,2024-12-26
1115,Maria Sophia Pacheco,vitor-gabriel39@example.org,84 4970 1693,1991-10-23,Masculino,Campinas,SP,432250.97,Contador,2022-06-07
1116,Sra. Carolina Oliveira,isaquerios@example.org,+55 81 0330 1623,1979-10-23,Feminino,Florianópolis,SC,1366954.09,Promotor,2024-08-24
1117,Daniel Oliveira,rezendeotto@example.net,+55 61 0615 3722,1959-10-23,Masculino,Belo Horizonte,MG,375108.91,Desenvolvedor de Software,2022-10-09
1118,Dra. Camila Freitas,juliana68@example.net,+55 84 7323-6533,1982-10-22,Outro,Fortaleza,CE,1358303.81,Dentista,2023-10-25
1119,Rebeca da Mota,qaragao@example.org,(021) 7200-7843,1981-10-22,Feminino,Manaus,AM,535627.75,Piloto,2023-03-11
1120,Brenda da Paz,aliceda-mota@example.org,(011) 0781-9754,1975-10-23,Masculino,Recife,PE,1469664.09,Delegado,2023-02-09
1121,Heloisa Machado,yurimendes@example.com,+55 81 2737-2037,1981-10-22,Masculino,Goiânia,GO,942765.88,Cirurgião,2024-04-08
1122,Hellena Novaes,henryda-mata@example.net,31 8414 8460,1978-10-22,Feminino,Vitória,ES,1405344.77,Médico,2023-01-28
1123,Cauê da Costa,thiago38@example.net,0500 827 8020,1988-10-22,Masculino,Rio de Janeiro,RJ,1181786.61,Agente Esportivo,2024-09-28
1124,Dr. Luigi Abreu,lcorreia@example.org,(041) 6449 3699,1991-10-23,Feminino,São Paulo,SP,175381.72,Engenheiro,2022-06-04
1125,Maria Alice Brito,nmelo@example.org,+55 51 5055 7385,1984-10-22,Masculino,Fortaleza,CE,1308525.19,Gestor de TI,2024-02-12
1126,Heloísa Lopes,saleseduardo@example.org,0300 236 0376,1988-10-22,Feminino,Salvador,BA,1638153.88,Executivo,2024-12-30
1127,Ana Sophia Caldeira,isilva@example.org,+55 11 3510-4096,1985-10-22,Masculino,Vitória,ES,1341439.15,Agente Esportivo,2024-04-05
1128,João Lucas Ramos,fcostela@example.com,+55 41 9114-9830,1976-10-22,Masculino,Brasília,DF,944758.13,Dentista,2023-04-23
1129,Kamilly Nogueira,anthony-gabrielmendonca@example.org,81 5118 9394,1982-10-22,Masculino,Campinas,SP,1541135.24,Contador,2024-06-23
1130,Paulo Sampaio,eduarda78@example.net,+55 (041) 0190-4322,1977-10-22,Masculino,Rio de Janeiro,RJ,676630.3,Contador,2023-08-07
1131,Augusto Siqueira,matteocostela@example.org,+55 81 4707 3920,1986-10-22,Masculino,São Paulo,SP,1025166.98,Professor Universitário,2024-01-28
1132,Gustavo Fonseca,luana21@example.org,(071) 6025-0826,1983-10-23,Masculino,São José dos Campos,SP,636269.4,Investidor,2023-04-16
1133,Bryan Teixeira,otaviobarbosa@example.org,84 1632 4888,1984-10-22,Masculino,Campinas,SP,1062253.65,Advogado,2022-08-05
1134,Luísa Machado,sophiaribeiro@example.net,+55 11 7629-7454,1984-10-22,Feminino,São Paulo,SP,835226.65,Executivo,2024-06-20
1135,Hadassa Siqueira,costajade@example.com,41 8719 1203,1968-10-22,Feminino,Rio de Janeiro,RJ,609287.45,Arquiteto,2022-04-30
1136,Dra. Yasmin Camargo,pgoncalves@example.net,+55 84 0828 3230,1968-10-22,Masculino,Recife,PE,1388774.12,Gestor de TI,2023-09-25
1137,Ísis Barbosa,stephanynovaes@example.org,(081) 8814 4582,1974-10-22,Masculino,São Paulo,SP,591800.86,Diretor de Empresa,2024-12-12
1138,Augusto Lima,icostela@example.org,+55 31 8297 1681,1982-10-22,Feminino,Manaus,AM,793025.98,Desenvolvedor de Software,2024-04-29
1139,Sra. Natália Cavalcante,barbara00@example.org,+55 (041) 0015 2911,1991-10-23,Masculino,Fortaleza,CE,482357.87,Advogado,2024-04-05
1140,Srta. Rafaela Brito,iviana@example.net,31 0902 5561,1968-10-22,Masculino,Salvador,BA,355607.74,Advogado,2023-09-20
1141,Lavínia Sá,vicente21@example.net,+55 (011) 9987-4781,1976-10-22,Masculino,Rio de Janeiro,RJ,830949.84,Diretor de Empresa,2024-06-05
1142,Erick Teixeira,melissa90@example.com,41 7086 7009,1985-10-22,Masculino,Vitória,ES,655415.87,Piloto,2022-12-10
1143,Alexandre Ribeiro,samuel65@example.net,(081) 1584 8266,1980-10-22,Feminino,Salvador,BA,824154.99,Arquiteto,2024-03-26
1144,Camila da Costa,zcassiano@example.com,31 3550-5429,1975-10-23,Feminino,Rio de Janeiro,RJ,414630.05,Juiz,2024-03-14
1145,Ana Cecília Novaes,piresmaria-isis@example.org,81 3369 9879,1993-10-22,Masculino,Goiânia,GO,259156.12,Agente Esportivo,2024-12-14
1146,Sr. Vinicius Cirino,davi-luccaaraujo@example.com,+55 (071) 1648 1880,1998-10-22,Feminino,Fortaleza,CE,237319.14,Contador,2024-01-30
1147,José Pedro Ramos,agathamelo@example.com,+55 51 8363 8164,1972-10-22,Masculino,Campinas,SP,442833.74,Arquiteto,2023-10-22
1148,Eduardo Rocha,casa-grandeisabelly@example.net,(021) 2894 6420,1971-10-23,Masculino,Goiânia,GO,1062510.75,Gestor de TI,2022-09-10
1149,Otto Sá,emillysilveira@example.net,51 6314 4170,1996-10-22,Feminino,Rio de Janeiro,RJ,428747.13,Engenheiro,2023-10-14
1150,Lavínia Pires,wcastro@example.com,(021) 0263 5582,1997-10-22,Feminino,Florianópolis,SC,402098.77,Engenheiro,2024-03-20
1151,Gael Siqueira,riosenzo-gabriel@example.com,41 4644 8988,1992-10-22,Masculino,Porto Alegre,RS,279423.73,Desenvolvedor de Software,2022-11-06
1152,Henry Gabriel Siqueira,freitasrodrigo@example.net,21 8245-2790,1996-10-22,Masculino,Florianópolis,SC,252285.31,Arquiteto,2023-03-28
1153,Manuela Andrade,danilo43@example.org,+55 11 3538-4951,1964-10-22,Feminino,Curitiba,PR,498285.09,Agente Esportivo,2023-08-12
1154,Hellena Casa Grande,borgesgabriel@example.net,0300-787-1809,1971-10-23,Masculino,Belo Horizonte,MG,273915.16,Promotor,2024-07-12
1155,Isaque Pastor,piresmiguel@example.com,+55 11 2653-0601,1991-10-23,Masculino,Florianópolis,SC,209878.31,Empresário,2023-05-28
1156,Thiago Monteiro,heloisa17@example.net,81 8800 2300,1989-10-22,Outro,Belo Horizonte,MG,1276963.93,Juiz,2023-04-24
1157,Bianca Farias,jcamargo@example.org,0300-803-6577,1993-10-22,Feminino,Belo Horizonte,MG,457556.63,Professor Universitário,2022-02-22
1158,João Miguel Peixoto,silveirakamilly@example.org,0900-365-9520,1971-10-23,Feminino,Campinas,SP,342562.93,Médico,2023-05-06
1159,Leonardo Pereira,campossara@example.net,0500 418 4336,2000-10-22,Masculino,Fortaleza,CE,260916.92,Professor Universitário,2023-08-29
1160,Pietra Fernandes,pastorjoao-lucas@example.com,+55 (071) 2239-9821,1995-10-23,Feminino,Belo Horizonte,MG,475633.96,Cirurgião,2024-05-15
1161,Rael da Mota,barbara61@example.org,+55 61 0428-8605,1991-10-23,Masculino,Recife,PE,181852.66,Empresário,2024-08-08
1162,Alícia Vasconcelos,renan76@example.com,(021) 0811-2600,1993-10-22,Masculino,Vitória,ES,372946.66,Diretor de Empresa,2022-12-23
1163,Benjamin Moreira,eloahgomes@example.com,0500-106-2715,1992-10-22,Masculino,Salvador,BA,284778.02,Delegado,2024-04-05
1164,Srta. Beatriz Cavalcanti,thomasfernandes@example.com,+55 (071) 6882 6917,1987-10-23,Masculino,Porto Alegre,RS,1187811.67,Promotor,2022-08-23
1165,Raquel Lima,ottomoura@example.com,(021) 0134 8087,1993-10-22,Feminino,Florianópolis,SC,371449.88,Cirurgião,2024-01-13
1166,Luigi da Rosa,maria-lizrios@example.net,51 2603 3591,1976-10-22,Masculino,São Paulo,SP,1585561.35,Delegado,2024-08-04
1167,Cauã Rios,marcela09@example.org,21 5991-4492,1964-10-22,Masculino,São Paulo,SP,302415.62,Dentista,2024-08-15
1168,Rael da Cunha,isissa@example.net,0500 969 9648,1985-10-22,Masculino,São Paulo,SP,405694.14,Médico,2023-10-17
1169,Mirella Borges,joao-vitor85@example.net,51 9325 9140,1971-10-23,Masculino,Recife,PE,390136.36,Piloto,2022-10-08
1170,Luana Nunes,luiz-fernandocorreia@example.org,+55 (061) 3426-6980,1966-10-22,Masculino,Florianópolis,SC,741614.67,Desenvolvedor de Software,2022-03-11
1171,Alícia Novais,zcassiano@example.net,+55 71 7607 2348,1996-10-22,Masculino,São José dos Campos,SP,401313.31,Professor Universitário,2022-08-17
1172,Srta. Stephany Pereira,ayllarios@example.net,0500-538-2804,1974-10-22,Masculino,Campinas,SP,551490.13,Promotor,2024-07-16
1173,Luiz Felipe Jesus,casa-grandeluara@example.com,+55 (041) 8269 5826,1987-10-23,Masculino,Curitiba,PR,1477635.3,Advogado,2024-02-23
1174,Juliana Borges,yoliveira@example.com,81 1308 7612,1990-10-22,Feminino,Rio de Janeiro,RJ,1584076.12,Juiz,2023-04-07
1175,Vinícius Dias,isaque43@example.com,71 8239 4840,1969-10-22,Masculino,Florianópolis,SC,958873.3,Arquiteto,2023-11-11
1176,Enzo Mendes,alexandreabreu@example.net,31 6966-1016,1991-10-23,Masculino,Salvador,BA,249438.84,Delegado,2023-03-03
1177,Gabriela Barbosa,riosmatheus@example.net,(071) 0016 8094,1976-10-22,Masculino,Curitiba,PR,1350649.21,Desenvolvedor de Software,2024-08-18
1178,Juan Pires,sousaaurora@example.org,(051) 6283-9762,1986-10-22,Feminino,São Paulo,SP,917276.13,Investidor,2023-08-31
1179,Léo Câmara,vitor-hugo07@example.com,(031) 9462-0726,1981-10-22,Masculino,Vitória,ES,1377329.8,Desenvolvedor de Software,2024-07-08
1180,Caroline Peixoto,catarinaalmeida@example.net,+55 31 7760 2991,1971-10-23,Masculino,Fortaleza,CE,999459.39,Produtor,2024-05-08
1181,Antônio Gonçalves,davi-luiz33@example.org,(051) 3125-5235,1978-10-22,Feminino,Curitiba,PR,373556.23,Consultor,2024-09-10
1182,Bianca Martins,martinsantonio@example.org,+55 (041) 1192-0613,1997-10-22,Masculino,São Paulo,SP,232251.49,Arquiteto,2024-05-01
1183,Isabela Moraes,joao77@example.net,0500 561 3371,1981-10-22,Masculino,Brasília,DF,1456395.18,Cirurgião,2024-12-08
1184,Ísis da Rocha,vinicius90@example.net,+55 (041) 9502-6480,1999-10-23,Masculino,Recife,PE,198265.94,Juiz,2023-01-21
1185,Pedro da Mota,caue37@example.org,+55 61 1678-1277,1975-10-23,Masculino,Brasília,DF,376864.7,Contador,2023-07-20
1186,Sophie Cavalcante,domalbuquerque@example.org,+55 31 7982 1348,1965-10-22,Feminino,São José dos Campos,SP,415868.5,Dentista,2024-04-16
1187,Eloá Oliveira,mariane97@example.org,(011) 3831-8285,1979-10-23,Masculino,Florianópolis,SC,716353.01,Empresário,2024-05-04
1188,Ana Fernandes,manuellasousa@example.org,11 9866-1770,1962-10-22,Masculino,Florianópolis,SC,223469.48,Desenvolvedor de Software,2023-02-14
1189,Sara da Costa,xmoreira@example.org,+55 (021) 5068 2122,1979-10-23,Masculino,Recife,PE,1533594.3,Advogado,2023-06-23
1190,Luiz Fernando Duarte,erickgoncalves@example.net,21 0587 1469,1991-10-23,Masculino,São José dos Campos,SP,547788.12,Delegado,2023-07-12
1191,Brayan Moreira,diogooliveira@example.org,(061) 9679 0898,1999-10-23,Feminino,Fortaleza,CE,351702.07,Gestor de TI,2024-07-27
1192,Juliana da Costa,mpinto@example.net,(011) 8022 0509,1984-10-22,Masculino,Porto Alegre,RS,1441538.42,Médico,2022-02-19
1193,Dra. Heloísa Ribeiro,msilveira@example.net,+55 61 8424-9598,1992-10-22,Masculino,Manaus,AM,454391.62,Delegado,2022-03-14
1194,Ana Luiza Ramos,da-pazcecilia@example.com,71 8707-1523,1998-10-22,Masculino,Porto Alegre,RS,432599.71,Consultor,2024-01-25
1195,Maria Liz Machado,mmendes@example.net,+55 (061) 0974-6191,1995-10-23,Masculino,Florianópolis,SC,305446.58,Engenheiro,2023-07-28
1196,Dra. Nicole Monteiro,igomes@example.org,0900-968-7225,1970-10-22,Feminino,Belo Horizonte,MG,653997.59,Juiz,2024-05-09
1197,Fernanda Monteiro,vieirasophia@example.com,51 0623 5040,1967-10-23,Feminino,São Paulo,SP,594048.18,Empresário,2024-12-26
1198,Maria Cecília Sá,ugarcia@example.net,(071) 7900 1248,1976-10-22,Masculino,São Paulo,SP,701550.7,Cirurgião,2023-08-19
1199,Luigi Freitas,theodoro28@example.com,(051) 9632-5942,1997-10-22,Masculino,Salvador,BA,456264.1,Arquiteto,2022-12-17
1200,Isadora Porto,sophiasousa@example.net,+55 81 6338-9156,1990-10-22,Masculino,Vitória,ES,896835.7,Médico,2023-12-31
1201,José Pedro Barros,marcelo85@example.net,(081) 2562-9269,1998-10-22,Masculino,Belo Horizonte,MG,585717.11,Diretor de Empresa,2022-08-26
1202,Henry Fernandes,gustavo38@example.org,84 6550-7846,1970-10-22,Feminino,Salvador,BA,1016679.0,Diretor de Empresa,2023-08-11
1203,Lunna Almeida,mariah44@example.org,+55 (011) 3491 8911,1986-10-22,Outro,Manaus,AM,1477226.12,Advogado,2023-06-25
1204,Rafaela Cavalcante,costarebeca@example.net,(071) 9340 1536,1985-10-22,Masculino,Rio de Janeiro,RJ,784832.38,Juiz,2022-11-29
1205,Caio Duarte,maria15@example.com,+55 (081) 1325-9367,1979-10-23,Masculino,Brasília,DF,781591.81,Investidor,2024-09-15
1206,Dra. Aylla da Costa,umachado@example.org,+55 (031) 9421 4105,1982-10-22,Masculino,São Paulo,SP,787892.46,Professor Universitário,2022-02-09
1207,Rafael Gomes,sampaiosabrina@example.com,84 0927-0452,1981-10-22,Masculino,Vitória,ES,822210.45,Gestor de TI,2024-08-12
1208,Théo Moura,isadora22@example.com,84 6605-9867,1978-10-22,Masculino,Florianópolis,SC,1426107.55,Piloto,2023-06-02
1209,Melina da Mota,lucas-gabriel27@example.net,(081) 8548 5965,1987-10-23,Masculino,Rio de Janeiro,RJ,874368.46,Promotor,2023-03-02
1210,Dr. Felipe Montenegro,ana-juliapimenta@example.org,+55 21 6502 0002,1982-10-22,Masculino,São Paulo,SP,1501730.19,Contador,2022-06-10
1211,Marcelo Porto,ravibarbosa@example.org,+55 81 1551 3055,1992-10-22,Feminino,Curitiba,PR,516284.59,Delegado,2023-11-17
1212,Ana Beatriz Moreira,laisnovais@example.net,+55 (061) 1444-8896,1982-10-22,Masculino,São José dos Campos,SP,1851148.05,Produtor,2023-04-19
1213,Rebeca Casa Grande,osales@example.com,(041) 7462-0258,1988-10-22,Masculino,Fortaleza,CE,1211129.46,Contador,2023-08-23
1214,Dra. Eloah Freitas,otto18@example.org,+55 (051) 8123-1239,1980-10-22,Masculino,Florianópolis,SC,1208712.88,Executivo,2022-03-27
1215,André Pires,francisco06@example.net,+55 (021) 1836 4723,1977-10-22,Masculino,Brasília,DF,499103.9,Empresário,2023-08-17
1216,Dra. Nicole Ferreira,nascimentolucas@example.com,71 8172 2577,1977-10-22,Feminino,São Paulo,SP,1462457.5,Investidor,2022-09-14
1217,Dr. Luiz Miguel Novais,maria-sophia26@example.org,0500 052 9187,1991-10-23,Masculino,Campinas,SP,430282.3,Empresário,2023-01-22
1218,Isabella Siqueira,goncalvescaue@example.net,+55 (061) 7172-1733,1976-10-22,Feminino,São Paulo,SP,1462532.51,Professor Universitário,2023-02-14
1219,Helena Nunes,benjaminduarte@example.org,+55 (051) 2999-3621,1976-10-22,Masculino,Rio de Janeiro,RJ,547539.19,Executivo,2023-04-12
1220,Sra. Lunna Ribeiro,portoana-julia@example.org,81 8232-5539,1996-10-22,Masculino,Belo Horizonte,MG,256469.15,Desenvolvedor de Software,2022-01-11
1221,Gabrielly Dias,vitor61@example.com,(061) 7326-4309,1989-10-22,Feminino,São Paulo,SP,1398546.5,Arquiteto,2022-03-30
1222,Dr. José Oliveira,tpimenta@example.net,+55 61 2799 7029,1983-10-23,Masculino,Rio de Janeiro,RJ,657906.85,Médico,2023-06-07
1223,Pedro Lucas Azevedo,danielfarias@example.org,0300-787-1375,1996-10-22,Masculino,Vitória,ES,296593.2,Juiz,2023-09-14
1224,Valentim da Cruz,kaiquealves@example.net,+55 41 2560 8320,1979-10-23,Feminino,São José dos Campos,SP,564978.1,Contador,2022-09-08
1225,João Teixeira,zpereira@example.net,(061) 8889-7535,1977-10-22,Masculino,São José dos Campos,SP,1082855.87,Advogado,2022-06-07
1226,Sophie Fogaça,renanporto@example.net,61 0030 4436,1979-10-23,Masculino,Recife,PE,1842586.52,Arquiteto,2024-06-19
1227,Anna Liz Oliveira,henry71@example.com,+55 (031) 3910-2929,1969-10-22,Masculino,Rio de Janeiro,RJ,716406.85,Delegado,2022-10-16
1228,Sra. Amanda Borges,miguel74@example.net,31 3093-0967,1992-10-22,Masculino,Salvador,BA,353050.09,Arquiteto,2024-08-26
1229,Gustavo Henrique Rodrigues,mborges@example.org,+55 (011) 6022-1321,1991-10-23,Masculino,Curitiba,PR,493013.26,Dentista,2023-09-04
1230,Natália Jesus,qsa@example.org,+55 (071) 1911 1661,1986-10-22,Masculino,Vitória,ES,1900834.46,Professor Universitário,2023-03-27
1231,Fernando Aparecida,pintobenicio@example.com,+55 84 5873 3930,1971-10-23,Masculino,Porto Alegre,RS,719697.05,Gestor de TI,2023-03-04
1232,Gael Lopes,nfernandes@example.net,+55 (021) 2748 1242,1969-10-22,Masculino,Belo Horizonte,MG,723369.45,Advogado,2023-06-24
1233,Caleb da Paz,vieiraisabela@example.net,51 2509 5229,1983-10-23,Feminino,Brasília,DF,1689728.55,Delegado,2023-11-12
1234,Marcos Vinicius Cardoso,pastormathias@example.net,21 5610 3995,1974-10-22,Masculino,Brasília,DF,1150103.16,Engenheiro,2024-05-22
1235,Theo Almeida,da-conceicaomaria@example.org,+55 (011) 4365-8585,1985-10-22,Masculino,Fortaleza,CE,751536.74,Gestor de TI,2024-01-30
1236,Lorena Teixeira,otavioalves@example.com,+55 11 2027 0615,1987-10-23,Masculino,Salvador,BA,508265.02,Engenheiro,2023-03-29
1237,Elisa Mendes,mayada-mota@example.org,+55 (041) 9907-1669,1974-10-22,Masculino,Florianópolis,SC,354350.01,Executivo,2022-12-29
1238,Noah da Conceição,joseda-paz@example.net,+55 51 5542 0340,1975-10-23,Masculino,Curitiba,PR,917137.32,Gestor de TI,2022-06-20
1239,Bento Campos,pimentaeloa@example.com,11 9756-4915,1999-10-23,Masculino,Manaus,AM,123260.19,Engenheiro,2023-07-08
1240,Marcela Freitas,lais23@example.com,(081) 1247-6010,1993-10-22,Masculino,Brasília,DF,226223.76,Piloto,2024-06-29
1241,Ana Liz Vargas,vianaolivia@example.org,+55 (051) 3068 3176,1996-10-22,Masculino,Belo Horizonte,MG,510975.29,Diretor de Empresa,2024-10-10
1242,Caleb Mendonça,laviniamoreira@example.org,71 0815-7129,1995-10-23,Feminino,Rio de Janeiro,RJ,388959.4,Investidor,2024-03-03
1243,Cauê Fernandes,martinsenzo-gabriel@example.org,31 0671-3073,1975-10-23,Feminino,Salvador,BA,821570.99,Juiz,2023-01-03
1244,Sr. Benicio da Paz,sofia47@example.com,+55 (081) 6213-0096,1975-10-23,Masculino,Campinas,SP,763538.11,Piloto,2024-09-22
