venda_id,cliente_id,veiculo_id,vendedor_id,data_venda,valor_venda,desconto_percentual,forma_pagamento,numero_parcelas,valor_entrada,status_venda,cliente_nome,idade_cliente,genero,cidade,estado,renda_anual,profissao,marca,modelo,ano_fabricacao,potencia_cv,cilindradas,categoria,preco_base,vendedor_nome,comissao_percentual,ano,mes,ano_mes,trimestre
792,779,34,1,2024-08-05,612927.65,4.61,Financiamento,12,144851.83,Concluída,Luísa Almeida,54,Feminino,Campinas,SP,760615.42,Cirurgião,Mercedes-AMG,C63 S,2023,510,4.0,Esportivo,642549.17,Allana Ferreira,3.95,2024,8,2024-08,2024Q3
793,1982,14,2,2024-05-26,679865.69,2.76,Consórcio,72,0.0,Concluída,Sophie Ramos,61,Feminino,Brasília,DF,1142907.05,Cirurgião,Porsche,Taycan,2023,560,0.0,Esportivo Elétrico,699162.58,Maya Mendonça,3.07,2024,5,2024-05,2024Q2
794,765,1,5,2023-01-21,917970.43,7.91,Financiamento,12,241708.52,Concluída,Sr. João Vitor Nunes,38,Masculino,Porto Alegre,RS,1362062.44,Engenheiro,Ferrari,488 GTB,2025,670,3.9,Superesportivo,996818.8,Daniela Montenegro,4.54,2023,1,2023-01,2023Q1
795,1027,26,13,2024-09-26,599958.31,1.36,Financiamento,12,150262.25,Concluída,Dr. Caio Pereira,48,Masculino,Goiânia,GO,1031426.37,Agente Esportivo,Dodge,Challenger SRT Hellcat,2024,717,6.2,Muscle Car,608230.24,Paulo da Mota,4.99,2024,9,2024-09,2024Q3
796,703,20,9,2023-05-28,1829676.93,1.41,Financiamento,12,474294.55,Concluída,Pietra Pastor,43,Feminino,Vitória,ES,841942.42,Investidor,Aston Martin,DBS Superleggera,2025,725,5.2,Superesportivo,1855844.34,Miguel Abreu,4.23,2023,5,2023-05,2023Q2
797,1859,29,7,2024-08-20,697617.27,2.36,À vista,1,697617.27,Concluída,Isabel Melo,52,Feminino,Manaus,AM,735314.56,Consultor,BMW,M4 Competition,2024,510,3.0,Esportivo,714478.97,Cecilia Borges,3.35,2024,8,2024-08,2024Q3
798,116,33,13,2024-03-28,897388.36,14.86,À vista,1,897388.36,Concluída,Emilly Nogueira,34,Feminino,São Paulo,SP,563502.98,Gestor de TI,Mercedes-AMG,GT R,2024,585,4.0,Superesportivo,1054014.99,Paulo da Mota,4.99,2024,3,2024-03,2024Q1
799,168,37,6,2023-06-14,571078.69,7.57,À vista,1,571078.69,Concluída,Maria Flor Novaes,37,Masculino,Campinas,SP,1574789.33,Diretor de Empresa,Audi,RS5,2025,450,2.9,Esportivo,617849.93,Sr. Joaquim Almeida,4.76,2023,6,2023-06,2023Q2
800,704,6,14,2024-06-22,912273.23,14.75,Financiamento,12,247583.63,Concluída,Dra. Stephany Vargas,39,Prefiro não informar,Recife,PE,1485887.46,Piloto,Lamborghini,Huracán,2022,640,5.2,Superesportivo,1070115.22,Valentim Vasconcelos,3.05,2024,6,2024-06,2024Q2
801,640,37,12,2024-12-27,544634.71,11.85,Financiamento,24,183508.88,Concluída,Gael Sampaio,41,Feminino,Rio de Janeiro,RJ,1689555.53,Gestor de TI,Audi,RS5,2025,450,2.9,Esportivo,617849.93,Sra. Letícia Brito,4.15,2024,12,2024-12,2024Q4
802,1973,26,2,2023-11-04,581407.29,4.41,Financiamento,60,153048.38,Concluída,Luara Cassiano,46,Feminino,Campinas,SP,935593.1,Piloto,Dodge,Challenger SRT Hellcat,2024,717,6.2,Muscle Car,608230.24,Maya Mendonça,3.07,2023,11,2023-11,2023Q4
803,1450,26,14,2023-02-17,603972.63,0.7,Consórcio,84,0.0,Concluída,Maria Alice Ramos,44,Feminino,Curitiba,PR,876175.69,Delegado,Dodge,Challenger SRT Hellcat,2024,717,6.2,Muscle Car,608230.24,Valentim Vasconcelos,3.05,2023,2,2023-02,2023Q1
804,1917,5,13,2024-06-16,1479340.97,5.98,Consórcio,60,0.0,Concluída,Calebe Jesus,39,Feminino,São Paulo,SP,1670317.61,Contador,Ferrari,812 Superfast,2022,800,6.5,Gran Turismo,1573432.22,Paulo da Mota,4.99,2024,6,2024-06,2024Q2
806,1234,34,10,2024-03-11,606630.67,5.59,Financiamento,60,213845.5,Concluída,Marcos Vinicius Cardoso,51,Masculino,Brasília,DF,1150103.16,Engenheiro,Mercedes-AMG,C63 S,2023,510,4.0,Esportivo,642549.17,Manuela Barros,4.09,2024,3,2024-03,2024Q1
807,1938,3,1,2024-11-26,916106.72,7.28,Leasing,48,91610.67,Concluída,Erick da Paz,62,Masculino,São José dos Campos,SP,1091272.01,Agente Esportivo,Ferrari,Roma,2022,620,3.9,Gran Turismo,988035.72,Allana Ferreira,3.95,2024,11,2024-11,2024Q4
808,1153,9,6,2023-02-14,591576.8,1.03,Leasing,24,59157.68,Concluída,Manuela Andrade,61,Feminino,Curitiba,PR,498285.09,Agente Esportivo,Porsche,911 Carrera,2023,385,3.0,Esportivo,597733.45,Sr. Joaquim Almeida,4.76,2023,2,2023-02,2023Q1
809,346,5,1,2023-12-04,1531106.89,2.69,Financiamento,24,318904.67,Concluída,Sr. Henrique Camargo,40,Masculino,Fortaleza,CE,1861358.63,Engenheiro,Ferrari,812 Superfast,2022,800,6.5,Gran Turismo,1573432.22,Allana Ferreira,3.95,2023,12,2023-12,2023Q4
810,25,9,1,2023-12-09,581355.55,2.74,Financiamento,48,128418.51,Concluída,Clara Lopes,37,Feminino,Campinas,SP,587961.91,Dentista,Porsche,911 Carrera,2023,385,3.0,Esportivo,597733.45,Allana Ferreira,3.95,2023,12,2023-12,2023Q4
812,728,13,15,2023-12-16,674065.35,2.43,Financiamento,60,268526.27,Concluída,Kaique Albuquerque,38,Masculino,Belo Horizonte,MG,914223.49,Arquiteto,Porsche,Panamera,2024,330,3.0,Gran Turismo,690853.08,Marcela Garcia,4.5,2023,12,2023-12,2023Q4
813,60,13,8,2024-07-23,654376.04,5.28,À vista,1,654376.04,Concluída,Sr. Nathan Moraes,31,Feminino,Belo Horizonte,MG,378933.91,Médico,Porsche,Panamera,2024,330,3.0,Gran Turismo,690853.08,Henrique Pereira,3.61,2024,7,2024-07,2024Q3
814,1088,33,7,2023-10-11,975174.67,7.48,Financiamento,60,367440.8,Concluída,Gael Vieira,46,Masculino,Recife,PE,2087473.27,Médico,Mercedes-AMG,GT R,2024,585,4.0,Superesportivo,1054014.99,Cecilia Borges,3.35,2023,10,2023-10,2023Q4
815,1580,32,13,2024-11-16,826286.73,4.04,Financiamento,24,214437.11,Concluída,Sr. Thomas Pires,46,Masculino,Recife,PE,1561941.4,Médico,Mercedes-AMG,GT,2024,530,4.0,Esportivo,861074.12,Paulo da Mota,4.99,2024,11,2024-11,2024Q4
816,263,5,3,2024-06-26,1340564.25,14.8,Financiamento,24,478763.11,Concluída,Renan Sampaio,37,Masculino,Recife,PE,1616723.61,Empresário,Ferrari,812 Superfast,2022,800,6.5,Gran Turismo,1573432.22,Lucas Gabriel Souza,4.89,2024,6,2024-06,2024Q2
818,958,4,12,2024-11-27,825365.69,2.96,Financiamento,36,247455.18,Concluída,Beatriz Moreira,53,Feminino,Belo Horizonte,MG,588977.1,Delegado,Ferrari,Portofino,2023,600,3.9,Conversível,850541.73,Sra. Letícia Brito,4.15,2024,11,2024-11,2024Q4
819,1263,9,5,2023-10-21,592054.98,0.95,À vista,1,592054.98,Concluída,Lucca Caldeira,36,Feminino,Curitiba,PR,672965.51,Gestor de TI,Porsche,911 Carrera,2023,385,3.0,Esportivo,597733.45,Daniela Montenegro,4.54,2023,10,2023-10,2023Q4
820,1557,33,6,2023-11-27,1019864.9,3.24,Financiamento,12,276901.87,Concluída,Maria Vitória Sales,43,Masculino,Manaus,AM,1517966.73,Advogado,Mercedes-AMG,GT R,2024,585,4.0,Superesportivo,1054014.99,Sr. Joaquim Almeida,4.76,2023,11,2023-11,2023Q4
821,1887,14,5,2023-12-09,697694.34,0.21,Financiamento,60,184594.7,Concluída,Mariah Macedo,45,Outro,Rio de Janeiro,RJ,1372527.91,Contador,Porsche,Taycan,2023,560,0.0,Esportivo Elétrico,699162.58,Daniela Montenegro,4.54,2023,12,2023-12,2023Q4
822,829,29,2,2024-08-10,701404.0,1.83,Financiamento,36,264828.01,Concluída,Gustavo Henrique Mendonça,49,Masculino,Fortaleza,CE,1093029.14,Dentista,BMW,M4 Competition,2024,510,3.0,Esportivo,714478.97,Maya Mendonça,3.07,2024,8,2024-08,2024Q3
823,669,34,7,2023-09-18,603803.46,6.03,Financiamento,24,166018.82,Concluída,Ana Carolina da Mota,29,Masculino,Goiânia,GO,266368.83,Arquiteto,Mercedes-AMG,C63 S,2023,510,4.0,Esportivo,642549.17,Cecilia Borges,3.35,2023,9,2023-09,2023Q3
824,1804,8,6,2024-12-13,1313770.34,9.07,Consórcio,60,0.0,Concluída,Cauê Oliveira,42,Masculino,Goiânia,GO,1544744.2,Médico,Lamborghini,Urus,2024,650,4.0,SUV Esportivo,1444815.07,Sr. Joaquim Almeida,4.76,2024,12,2024-12,2024Q4
825,1792,11,9,2024-07-09,372645.46,7.76,Leasing,36,37264.55,Concluída,Srta. Mariah Pereira,42,Prefiro não informar,Brasília,DF,618915.99,Contador,Porsche,718 Cayman,2024,300,2.0,Esportivo,403995.51,Miguel Abreu,4.23,2024,7,2024-07,2024Q3
826,126,12,9,2023-04-27,380730.71,1.76,Consórcio,60,0.0,Concluída,Bruno Aparecida,27,Masculino,Curitiba,PR,386266.46,Engenheiro,Porsche,718 Boxster,2022,300,2.0,Conversível,387551.62,Miguel Abreu,4.23,2023,4,2023-04,2023Q2
827,1164,18,2,2024-12-07,791469.85,13.03,Consórcio,60,0.0,Concluída,Srta. Beatriz Cavalcanti,38,Masculino,Porto Alegre,RS,1187811.67,Promotor,Aston Martin,Vantage,2024,510,4.0,Esportivo,910049.27,Maya Mendonça,3.07,2024,12,2024-12,2024Q4
828,931,1,15,2024-03-21,991635.34,0.52,Consórcio,72,0.0,Concluída,Josué Ferreira,46,Masculino,Recife,PE,2034205.72,Médico,Ferrari,488 GTB,2025,670,3.9,Superesportivo,996818.8,Marcela Garcia,4.5,2024,3,2024-03,2024Q1
829,268,8,12,2024-12-26,1408550.21,2.51,Financiamento,12,334996.3,Concluída,Sr. Danilo Guerra,57,Masculino,Florianópolis,SC,1116092.77,Empresário,Lamborghini,Urus,2024,650,4.0,SUV Esportivo,1444815.07,Sra. Letícia Brito,4.15,2024,12,2024-12,2024Q4
830,1681,31,8,2024-01-28,871747.82,3.99,À vista,1,871747.82,Concluída,Milena Martins,49,Outro,Belo Horizonte,MG,570792.74,Produtor,BMW,M8 Competition,2022,625,4.4,Gran Turismo,907976.06,Henrique Pereira,3.61,2024,1,2024-01,2024Q1
831,1971,15,12,2023-05-27,1251930.13,11.94,Consórcio,72,0.0,Concluída,Henry das Neves,46,Feminino,São José dos Campos,SP,1546583.58,Promotor,McLaren,720S,2023,720,4.0,Superesportivo,1421678.55,Sra. Letícia Brito,4.15,2023,5,2023-05,2023Q2
832,1711,34,12,2024-11-24,602132.83,6.29,Consórcio,72,0.0,Concluída,Paulo Dias,60,Feminino,Vitória,ES,1145451.1,Médico,Mercedes-AMG,C63 S,2023,510,4.0,Esportivo,642549.17,Sra. Letícia Brito,4.15,2024,11,2024-11,2024Q4
833,185,33,10,2024-07-23,968850.58,8.08,À vista,1,968850.58,Concluída,Marina Gonçalves,39,Masculino,Fortaleza,CE,1638839.66,Produtor,Mercedes-AMG,GT R,2024,585,4.0,Superesportivo,1054014.99,Manuela Barros,4.09,2024,7,2024-07,2024Q3
835,310,3,7,2023-09-27,950292.76,3.82,Consórcio,60,0.0,Concluída,Caroline Pereira,27,Masculino,Salvador,BA,572946.83,Engenheiro,Ferrari,Roma,2022,620,3.9,Gran Turismo,988035.72,Cecilia Borges,3.35,2023,9,2023-09,2023Q3
836,121,5,6,2024-12-17,1410581.99,10.35,Consórcio,60,0.0,Concluída,Lavínia da Rosa,52,Masculino,Curitiba,PR,1292439.66,Consultor,Ferrari,812 Superfast,2022,800,6.5,Gran Turismo,1573432.22,Sr. Joaquim Almeida,4.76,2024,12,2024-12,2024Q4
837,1249,13,11,2024-08-14,647882.02,6.22,Leasing,48,64788.2,Concluída,Ana Lívia Silva,64,Masculino,São Paulo,SP,1066818.39,Médico,Porsche,Panamera,2024,330,3.0,Gran Turismo,690853.08,Rafaela Freitas,4.67,2024,8,2024-08,2024Q3
838,865,11,7,2024-06-15,398420.37,1.38,Financiamento,12,92579.24,Concluída,Dr. Gael Henrique Moraes,53,Masculino,Manaus,AM,600943.73,Professor Universitário,Porsche,718 Cayman,2024,300,2.0,Esportivo,403995.51,Cecilia Borges,3.35,2024,6,2024-06,2024Q2
839,898,33,1,2023-08-21,1009957.16,4.18,Financiamento,24,286945.85,Concluída,Dr. Cauã Rodrigues,62,Masculino,Vitória,ES,869489.22,Médico,Mercedes-AMG,GT R,2024,585,4.0,Superesportivo,1054014.99,Allana Ferreira,3.95,2023,8,2023-08,2023Q3
840,1730,35,8,2024-06-26,770298.16,2.43,Financiamento,24,231794.51,Concluída,Ana Sophia Ramos,38,Masculino,Rio de Janeiro,RJ,1976252.19,Juiz,Mercedes-AMG,E63 S,2023,612,4.0,Esportivo,789482.59,Henrique Pereira,3.61,2024,6,2024-06,2024Q2
841,173,26,8,2023-03-13,594301.77,2.29,Financiamento,24,148108.76,Concluída,Pedro Miguel Fonseca,40,Feminino,Salvador,BA,1334934.55,Professor Universitário,Dodge,Challenger SRT Hellcat,2024,717,6.2,Muscle Car,608230.24,Henrique Pereira,3.61,2023,3,2023-03,2023Q1
842,1192,1,3,2024-12-11,937109.35,5.99,À vista,1,937109.35,Concluída,Juliana da Costa,41,Masculino,Porto Alegre,RS,1441538.42,Médico,Ferrari,488 GTB,2025,670,3.9,Superesportivo,996818.8,Lucas Gabriel Souza,4.89,2024,12,2024-12,2024Q4
843,1138,23,9,2023-09-04,533146.56,7.73,Financiamento,24,182005.66,Concluída,Augusto Lima,43,Feminino,Manaus,AM,793025.98,Desenvolvedor de Software,Chevrolet,Camaro ZL1,2024,650,6.2,Muscle Car,577811.38,Miguel Abreu,4.23,2023,9,2023-09,2023Q3
844,1820,22,9,2023-11-17,379920.6,3.69,Financiamento,24,99144.86,Concluída,Maysa Pacheco,39,Feminino,Porto Alegre,RS,437793.53,Dentista,Chevrolet,Camaro SS,2024,455,6.2,Muscle Car,394476.79,Miguel Abreu,4.23,2023,11,2023-11,2023Q4
845,561,12,3,2024-10-26,359996.7,7.11,À vista,1,359996.7,Concluída,Mariana Novais,34,Feminino,Porto Alegre,RS,317715.96,Contador,Porsche,718 Boxster,2022,300,2.0,Conversível,387551.62,Lucas Gabriel Souza,4.89,2024,10,2024-10,2024Q4
847,872,10,2,2024-07-28,889096.16,6.84,Consórcio,84,0.0,Concluída,Henry Gabriel Almeida,48,Masculino,Recife,PE,553081.0,Professor Universitário,Porsche,911 Turbo,2023,580,3.8,Superesportivo,954375.44,Maya Mendonça,3.07,2024,7,2024-07,2024Q3
848,1967,13,1,2023-09-09,671094.68,2.86,Financiamento,24,205039.37,Concluída,Heloisa Fogaça,37,Feminino,Fortaleza,CE,1068102.55,Engenheiro,Porsche,Panamera,2024,330,3.0,Gran Turismo,690853.08,Allana Ferreira,3.95,2023,9,2023-09,2023Q3
849,1574,25,11,2024-12-26,672827.06,5.89,Financiamento,36,265987.93,Concluída,Sr. Asafe Cassiano,37,Outro,São José dos Campos,SP,1387683.05,Diretor de Empresa,Ford,Mustang Shelby GT500,2023,760,5.2,Muscle Car,714936.84,Rafaela Freitas,4.67,2024,12,2024-12,2024Q4
850,206,33,13,2023-07-03,1049798.93,0.4,Financiamento,48,295220.15,Concluída,Laura Pires,39,Masculino,Brasília,DF,1689462.91,Arquiteto,Mercedes-AMG,GT R,2024,585,4.0,Superesportivo,1054014.99,Paulo da Mota,4.99,2023,7,2023-07,2023Q3
851,778,9,1,2024-05-06,575198.9,3.77,Financiamento,48,185096.68,Concluída,Pedro Lucas Lima,53,Masculino,Recife,PE,435272.32,Executivo,Porsche,911 Carrera,2023,385,3.0,Esportivo,597733.45,Allana Ferreira,3.95,2024,5,2024-05,2024Q2
852,1730,4,14,2024-12-27,726022.42,14.64,Financiamento,60,274292.8,Concluída,Ana Sophia Ramos,38,Masculino,Rio de Janeiro,RJ,1976252.19,Juiz,Ferrari,Portofino,2023,600,3.9,Conversível,850541.73,Valentim Vasconcelos,3.05,2024,12,2024-12,2024Q4
853,1947,36,11,2023-03-01,1266373.32,7.17,Financiamento,12,462575.81,Concluída,Sr. Isaque Nascimento,45,Feminino,Campinas,SP,853809.57,Gestor de TI,Audi,R8 V10,2024,570,5.2,Superesportivo,1364185.41,Rafaela Freitas,4.67,2023,3,2023-03,2023Q1
854,846,21,14,2023-10-03,480369.05,1.13,Leasing,36,48036.9,Concluída,Nathan Leão,52,Feminino,São Paulo,SP,577562.68,Promotor,Chevrolet,Corvette C8,2023,495,6.2,Esportivo,485859.26,Valentim Vasconcelos,3.05,2023,10,2023-10,2023Q4
855,1318,33,15,2023-12-09,1007638.33,4.4,Financiamento,24,229753.84,Concluída,José Pedro Farias,47,Masculino,Belo Horizonte,MG,1702892.57,Investidor,Mercedes-AMG,GT R,2024,585,4.0,Superesportivo,1054014.99,Marcela Garcia,4.5,2023,12,2023-12,2023Q4
856,773,10,9,2023-07-13,929466.24,2.61,À vista,1,929466.24,Concluída,Marcela Pacheco,43,Masculino,São Paulo,SP,1051528.42,Gestor de TI,Porsche,911 Turbo,2023,580,3.8,Superesportivo,954375.44,Miguel Abreu,4.23,2023,7,2023-07,2023Q3
857,1007,29,4,2024-10-20,696474.1,2.52,À vista,1,696474.1,Concluída,Marcos Vinicius Lima,42,Prefiro não informar,Fortaleza,CE,1052439.39,Diretor de Empresa,BMW,M4 Competition,2024,510,3.0,Esportivo,714478.97,Ana Luiza Caldeira,4.81,2024,10,2024-10,2024Q4
858,1271,1,8,2024-05-05,980072.24,1.68,Consórcio,60,0.0,Concluída,Zoe Pinto,41,Masculino,Salvador,BA,923935.84,Contador,Ferrari,488 GTB,2025,670,3.9,Superesportivo,996818.8,Henrique Pereira,3.61,2024,5,2024-05,2024Q2
859,930,17,11,2024-05-06,1315628.71,3.88,Consórcio,84,0.0,Concluída,Dra. Luana Costela,39,Masculino,Brasília,DF,1612162.51,Promotor,McLaren,Artura,2025,680,3.0,Superesportivo Híbrido,1368735.65,Rafaela Freitas,4.67,2024,5,2024-05,2024Q2
860,1180,34,8,2023-06-01,616140.4,4.11,À vista,1,616140.4,Concluída,Caroline Peixoto,54,Masculino,Fortaleza,CE,999459.39,Produtor,Mercedes-AMG,C63 S,2023,510,4.0,Esportivo,642549.17,Henrique Pereira,3.61,2023,6,2023-06,2023Q2
861,779,9,14,2024-11-25,588528.35,1.54,Financiamento,48,139900.15,Concluída,Luísa Almeida,54,Feminino,Campinas,SP,760615.42,Cirurgião,Porsche,911 Carrera,2023,385,3.0,Esportivo,597733.45,Valentim Vasconcelos,3.05,2024,11,2024-11,2024Q4
862,1551,6,3,2024-02-04,965350.94,9.79,Consórcio,60,0.0,Concluída,Sara Montenegro,35,Masculino,Fortaleza,CE,1712785.28,Gestor de TI,Lamborghini,Huracán,2022,640,5.2,Superesportivo,1070115.22,Lucas Gabriel Souza,4.89,2024,2,2024-02,2024Q1
863,910,18,3,2023-11-07,879744.63,3.33,Financiamento,36,243888.59,Concluída,José Pedro Câmara,29,Masculino,Vitória,ES,601233.43,Executivo,Aston Martin,Vantage,2024,510,4.0,Esportivo,910049.27,Lucas Gabriel Souza,4.89,2023,11,2023-11,2023Q4
864,1391,38,4,2024-07-24,888159.6,0.81,Consórcio,72,0.0,Concluída,Maria Alice Carvalho,53,Feminino,Manaus,AM,1365998.41,Investidor,Audi,RS7,2024,600,4.0,Gran Turismo,895412.44,Ana Luiza Caldeira,4.81,2024,7,2024-07,2024Q3
865,1993,36,12,2024-10-05,1339357.24,1.82,Financiamento,48,466757.85,Concluída,Juliana Siqueira,46,Outro,São José dos Campos,SP,2132724.32,Gestor de TI,Audi,R8 V10,2024,570,5.2,Superesportivo,1364185.41,Sra. Letícia Brito,4.15,2024,10,2024-10,2024Q4
866,450,35,11,2023-03-20,745271.56,5.6,Consórcio,60,0.0,Concluída,Bruno Pinto,46,Feminino,Porto Alegre,RS,1489204.75,Arquiteto,Mercedes-AMG,E63 S,2023,612,4.0,Esportivo,789482.59,Rafaela Freitas,4.67,2023,3,2023-03,2023Q1
867,625,4,8,2024-05-24,793300.27,6.73,À vista,1,793300.27,Concluída,Srta. Fernanda Mendonça,35,Feminino,Belo Horizonte,MG,925939.13,Delegado,Ferrari,Portofino,2023,600,3.9,Conversível,850541.73,Henrique Pereira,3.61,2024,5,2024-05,2024Q2
868,679,19,12,2023-06-14,964473.93,14.52,Leasing,24,96447.39,Concluída,Isadora Costela,39,Feminino,São José dos Campos,SP,778629.86,Cirurgião,Aston Martin,DB11,2022,630,5.2,Gran Turismo,1128303.62,Sra. Letícia Brito,4.15,2023,6,2023-06,2023Q2
869,93,1,1,2024-01-26,924051.03,7.3,À vista,1,924051.03,Concluída,Maria Barbosa,54,Masculino,Rio de Janeiro,RJ,983515.11,Investidor,Ferrari,488 GTB,2025,670,3.9,Superesportivo,996818.8,Allana Ferreira,3.95,2024,1,2024-01,2024Q1
870,753,28,8,2023-01-01,543222.2,6.36,Financiamento,36,160564.81,Concluída,Kevin Sousa,43,Feminino,Florianópolis,SC,534282.04,Arquiteto,BMW,M3 Competition,2022,510,3.0,Esportivo,580117.69,Henrique Pereira,3.61,2023,1,2023-01,2023Q1
871,1574,38,4,2024-11-08,884667.49,1.2,Financiamento,60,265238.3,Concluída,Sr. Asafe Cassiano,37,Outro,São José dos Campos,SP,1387683.05,Diretor de Empresa,Audi,RS7,2024,600,4.0,Gran Turismo,895412.44,Ana Luiza Caldeira,4.81,2024,11,2024-11,2024Q4
872,1002,10,11,2024-06-08,894917.85,6.23,À vista,1,894917.85,Concluída,Dr. Davi Lucas Freitas,42,Masculino,Curitiba,PR,658584.27,Empresário,Porsche,911 Turbo,2023,580,3.8,Superesportivo,954375.44,Rafaela Freitas,4.67,2024,6,2024-06,2024Q2
873,197,2,8,2024-06-19,1018388.9,13.63,Financiamento,48,231385.3,Concluída,Dr. Lucca Novaes,58,Masculino,Salvador,BA,607275.81,Promotor,Ferrari,F8 Tributo,2022,720,3.9,Superesportivo,1179100.27,Henrique Pereira,3.61,2024,6,2024-06,2024Q2
874,259,6,9,2023-12-01,987395.31,7.73,Consórcio,72,0.0,Concluída,Sra. Alice Duarte,45,Masculino,Manaus,AM,1570181.89,Diretor de Empresa,Lamborghini,Huracán,2022,640,5.2,Superesportivo,1070115.22,Miguel Abreu,4.23,2023,12,2023-12,2023Q4
875,496,35,4,2023-03-28,789324.69,0.02,Financiamento,36,295565.37,Concluída,Danilo Cassiano,41,Masculino,São Paulo,SP,1116046.31,Consultor,Mercedes-AMG,E63 S,2023,612,4.0,Esportivo,789482.59,Ana Luiza Caldeira,4.81,2023,3,2023-03,2023Q1
876,764,30,12,2024-06-22,877485.47,6.04,Consórcio,60,0.0,Concluída,Laís Aragão,49,Masculino,Fortaleza,CE,2101855.94,Empresário,BMW,M5 Competition,2024,625,4.4,Esportivo,933892.58,Sra. Letícia Brito,4.15,2024,6,2024-06,2024Q2
877,1775,4,11,2024-04-23,842631.69,0.93,Leasing,36,84263.17,Concluída,Isaque Novaes,55,Masculino,Salvador,BA,773091.4,Investidor,Ferrari,Portofino,2023,600,3.9,Conversível,850541.73,Rafaela Freitas,4.67,2024,4,2024-04,2024Q2
878,1590,29,2,2024-05-03,707905.76,0.92,À vista,1,707905.76,Concluída,Emanuella Peixoto,56,Outro,Salvador,BA,1076627.02,Produtor,BMW,M4 Competition,2024,510,3.0,Esportivo,714478.97,Maya Mendonça,3.07,2024,5,2024-05,2024Q2
879,457,29,9,2023-04-18,695759.62,2.62,Leasing,24,69575.96,Concluída,Enrico Silva,26,Masculino,Brasília,DF,356828.16,Desenvolvedor de Software,BMW,M4 Competition,2024,510,3.0,Esportivo,714478.97,Miguel Abreu,4.23,2023,4,2023-04,2023Q2
880,1738,1,15,2023-04-11,928437.03,6.86,Financiamento,24,354627.48,Concluída,Augusto Alves,40,Feminino,Recife,PE,875471.96,Arquiteto,Ferrari,488 GTB,2025,670,3.9,Superesportivo,996818.8,Marcela Garcia,4.5,2023,4,2023-04,2023Q2
881,951,35,10,2024-05-12,775429.8,1.78,Financiamento,60,163227.38,Concluída,Sabrina Siqueira,50,Masculino,Rio de Janeiro,RJ,935534.71,Professor Universitário,Mercedes-AMG,E63 S,2023,612,4.0,Esportivo,789482.59,Manuela Barros,4.09,2024,5,2024-05,2024Q2
882,777,14,14,2023-01-01,693009.95,0.88,Financiamento,36,187538.84,Concluída,Ísis Barbosa,31,Outro,Manaus,AM,486550.37,Médico,Porsche,Taycan,2023,560,0.0,Esportivo Elétrico,699162.58,Valentim Vasconcelos,3.05,2023,1,2023-01,2023Q1
883,306,34,13,2024-11-10,621666.32,3.25,Financiamento,48,186234.17,Concluída,Joaquim Aparecida,54,Masculino,Curitiba,PR,709525.97,Médico,Mercedes-AMG,C63 S,2023,510,4.0,Esportivo,642549.17,Paulo da Mota,4.99,2024,11,2024-11,2024Q4
884,24,38,14,2024-06-05,837837.42,6.43,À vista,1,837837.42,Concluída,Julia Castro,45,Feminino,Porto Alegre,RS,1326507.49,Contador,Audi,RS7,2024,600,4.0,Gran Turismo,895412.44,Valentim Vasconcelos,3.05,2024,6,2024-06,2024Q2
885,1860,9,1,2023-10-19,552066.61,7.64,À vista,1,552066.61,Concluída,Maria Laura Cardoso,34,Feminino,Rio de Janeiro,RJ,436063.85,Juiz,Porsche,911 Carrera,2023,385,3.0,Esportivo,597733.45,Allana Ferreira,3.95,2023,10,2023-10,2023Q4
886,1511,31,13,2023-12-09,786488.86,13.38,Financiamento,24,240716.89,Concluída,Sr. Gustavo Henrique Teixeira,39,Feminino,Rio de Janeiro,RJ,1414746.92,Engenheiro,BMW,M8 Competition,2022,625,4.4,Gran Turismo,907976.06,Paulo da Mota,4.99,2023,12,2023-12,2023Q4
887,1477,13,9,2024-09-11,688435.09,0.35,Financiamento,48,175125.4,Concluída,Sra. Ana Cecília Oliveira,32,Outro,São José dos Campos,SP,479557.54,Juiz,Porsche,Panamera,2024,330,3.0,Gran Turismo,690853.08,Miguel Abreu,4.23,2024,9,2024-09,2024Q3
888,1497,14,2,2023-09-03,663575.2,5.09,Financiamento,36,194827.92,Concluída,Lucas Gabriel Vasconcelos,41,Masculino,Goiânia,GO,687877.37,Produtor,Porsche,Taycan,2023,560,0.0,Esportivo Elétrico,699162.58,Maya Mendonça,3.07,2023,9,2023-09,2023Q3
889,638,29,1,2024-03-05,671896.02,5.96,Financiamento,36,185622.71,Concluída,Srta. Kamilly Santos,38,Masculino,Manaus,AM,1127821.11,Gestor de TI,BMW,M4 Competition,2024,510,3.0,Esportivo,714478.97,Allana Ferreira,3.95,2024,3,2024-03,2024Q1
890,82,9,7,2023-12-11,514708.27,13.89,À vista,1,514708.27,Concluída,Rael Montenegro,59,Masculino,Campinas,SP,658872.04,Desenvolvedor de Software,Porsche,911 Carrera,2023,385,3.0,Esportivo,597733.45,Cecilia Borges,3.35,2023,12,2023-12,2023Q4
891,1806,14,4,2023-03-05,650640.7,6.94,À vista,1,650640.7,Concluída,Maria Eduarda Fogaça,55,Masculino,Curitiba,PR,736296.99,Produtor,Porsche,Taycan,2023,560,0.0,Esportivo Elétrico,699162.58,Ana Luiza Caldeira,4.81,2023,3,2023-03,2023Q1
